x,y
8.55711,8.77868
8.57715,9.13681
8.59719,9.56130
8.61723,8.54675
8.63727,8.53349
8.65731,9.19560
8.67735,9.12926
8.69739,8.76127
8.71743,9.34186
8.73747,9.13916
8.75752,9.77863
8.77756,8.42000
8.79760,8.88558
8.81764,9.39979
8.83768,8.95055
8.85772,8.20655
8.87776,8.93025
8.89780,8.22578
8.91784,9.30302
8.93788,8.38692
8.95792,8.89393
8.97796,8.89331
8.99800,7.98228
9.01804,8.14602
9.03808,8.88919
9.05812,9.14343
9.07816,9.21345
9.09820,8.73896
9.11824,8.96975
9.13828,9.35192
9.15832,7.88502
9.17836,8.44224
9.19840,9.35238
9.21844,8.96616
9.23848,8.36992
9.25852,8.76429
9.27856,7.26864
9.29860,7.88187
9.31864,8.62876
9.33868,8.87910
9.35872,8.99362
9.37876,8.05420
9.39880,7.25541
9.41884,7.86373
9.43888,8.58503
9.45892,9.04284
9.47896,8.01530
9.49900,7.94340
9.51904,7.84938
9.53908,7.75977
9.55912,8.69169
9.57916,7.94573
9.59920,8.22499
9.61924,8.29655
9.63928,8.19440
9.65932,7.98413
9.67936,8.16059
9.69940,7.71004
9.71944,7.53309
9.73948,7.96198
9.75952,8.83965
9.77956,7.82502
9.79960,8.09394
9.81964,8.49902
9.83968,7.83526
9.85972,8.49167
9.87976,8.56054
9.89980,7.90245
9.91984,7.06332
9.93988,8.02183
9.95992,7.27848
9.97996,7.82502
10.00000,8.67909
