x,y
4.92986,0.50465
4.94990,1.16596
4.96994,0.75291
4.98998,0.47552
5.01002,0.21528
5.03006,-0.61785
5.05010,-0.06205
5.07014,1.09351
5.09018,0.47558
5.11022,-0.08059
5.13026,0.47084
5.15030,0.80690
5.17034,0.56975
5.19038,-0.02425
5.21042,0.50033
5.23046,0.37546
5.25050,0.43164
5.27054,0.09454
5.29058,0.42196
5.31062,0.09245
5.33066,-0.16869
5.35070,0.15697
5.37074,-0.10479
5.39078,-0.05661
5.41082,0.52192
5.43086,0.15047
5.45090,0.07236
5.47094,0.12947
5.49098,0.96651
5.51102,0.19583
5.53106,1.50074
5.55110,0.93522
5.57114,0.85165
5.59118,0.08493
5.61122,-0.35948
5.63126,1.03508
5.65130,-0.01578
5.67134,0.57681
5.69138,0.78598
5.71142,-0.08539
5.73146,0.47845
5.75150,0.57065
5.77154,0.44351
5.79158,0.74107
5.81162,0.01822
5.83166,1.19759
5.85170,-0.73613
5.87174,0.64687
5.89178,0.30434
5.91182,1.04763
5.93186,-0.01454
5.95190,0.93378
5.97194,0.05892
5.99198,0.26820
6.01202,0.14461
6.03206,0.07305
6.05210,-0.29537
6.07214,0.62473
6.09218,-0.34116
6.11222,0.05992
6.13226,0.85563
6.15230,-0.23702
6.17234,0.14495
6.19238,0.85871
6.21242,0.60933
6.23246,0.41957
6.25251,-0.41930
6.27255,-0.11392
6.29259,0.48936
6.31263,-0.05611
6.33267,-0.82830
6.35271,0.41317
6.37275,-0.05413
6.39279,-0.21750
6.41283,0.42286
6.43287,0.98625
6.45291,0.15008
6.47295,0.06710
6.49299,0.13531
6.51303,0.56923
6.53307,-0.37503
6.55311,-0.41774
6.57315,-0.21041
6.59319,0.49250
6.61323,0.36391
6.63327,0.54059
6.65331,0.44146
6.67335,0.07073
6.69339,0.94371
6.71343,-0.28706
6.73347,0.53663
6.75351,-0.98962
6.77355,-0.85720
6.79359,-0.29987
6.81363,0.20399
6.83367,0.80579
6.85371,0.13463
6.87375,-0.43875
6.89379,0.72803
6.91383,0.19937
6.93387,-0.16107
6.95391,0.63758
6.97395,0.64577
6.99399,0.34046
7.01403,-0.15803
7.03407,-0.33858
7.05411,0.84123
7.07415,0.04987
7.09419,0.83690
7.11423,1.27854
7.13427,-0.01340
7.15431,0.74227
7.17435,-0.29189
7.19439,0.19409
7.21443,0.64856
7.23447,-0.10818
7.25451,-0.52214
7.27455,0.89359
7.29459,0.17442
7.31463,-0.12649
7.33467,0.50921
7.35471,0.27890
7.37475,-0.51071
7.39479,1.02430
7.41483,0.51667
7.43487,0.33449
7.45491,0.05118
7.47495,1.54290
7.49499,-0.69194
7.51503,-0.87660
7.53507,0.55208
7.55511,-0.24151
7.57515,-0.05492
7.59519,-0.13009
7.61523,0.51568
7.63527,-0.41648
7.65531,0.02308
7.67535,0.53415
7.69539,-0.10864
7.71543,-0.14533
7.73547,0.59353
7.75551,-0.63414
7.77555,0.38813
7.79559,0.08214
7.81563,0.29275
7.83567,0.26912
7.85571,-0.43644
7.87575,-0.03626
7.89579,-0.33416
7.91583,0.09945
7.93587,-0.19650
7.95591,0.89902
7.97595,-0.69867
7.99599,-0.34456
8.01603,0.11347
8.03607,1.22719
8.05611,-0.12266
8.07615,-0.00634
8.09619,0.39971
8.11623,0.39854
8.13627,-0.00247
8.15631,-0.15979
8.17635,-0.57328
8.19639,-0.29527
8.21643,-0.30757
8.23647,0.47634
8.25651,-0.51760
8.27655,0.12301
8.29659,-0.20032
8.31663,-0.66814
8.33667,0.12861
8.35671,-0.62787
8.37675,1.07487
8.39679,0.21276
8.41683,0.68531
8.43687,0.77705
8.45691,-0.53786
8.47695,0.77498
8.49699,0.93990
8.51703,-0.33914
8.53707,-0.15892
8.55711,0.45966
8.57715,0.36712
8.59719,1.59342
8.61723,-0.16549
8.63727,-0.23685
8.65731,0.49655
8.67735,-0.19944
8.69739,-0.43150
8.71743,-0.60092
8.73747,0.11098
8.75752,0.53010
8.77756,0.84020
8.79760,-0.76401
8.81764,0.47493
8.83768,0.56718
8.85772,0.40720
8.87776,-0.54198
8.89780,0.25119
8.91784,0.62656
8.93788,0.37192
8.95792,-0.33978
8.97796,0.17100
8.99800,0.18711
9.01804,1.08887
9.03808,0.21105
9.05812,0.93669
9.07816,-0.03276
9.09820,-0.45111
9.11824,-0.12583
9.13828,-0.07824
9.15832,-0.39013
9.17836,0.25760
9.19840,-0.34572
9.21844,0.21421
9.23848,0.20966
9.25852,0.63919
9.27856,0.68460
9.29860,0.54333
9.31864,-0.05806
9.33868,0.35870
9.35872,0.37920
9.37876,0.28293
9.39880,0.21076
9.41884,0.61490
9.43888,0.11016
9.45892,0.18294
9.47896,0.50486
9.49900,-0.64430
9.51904,0.39581
9.53908,-0.57601
9.55912,0.22095
9.57916,-0.04720
9.59920,0.51406
9.61924,0.09698
9.63928,0.48837
9.65932,-0.19127
9.67936,-0.34601
9.69940,0.69274
9.71944,-0.47518
9.73948,0.15252
9.75952,-0.00815
9.77956,0.32609
9.79960,-0.24608
9.81964,0.05416
9.83968,-0.19587
9.85972,-0.13148
9.87976,0.06206
9.89980,-0.37805
9.91984,0.53168
9.93988,-0.08205
9.95992,0.43722
9.97996,0.02468
10.00000,-0.17975
