x,y
4.88978,15.98072
4.90982,16.85285
4.92986,15.66132
4.94990,17.01268
4.96994,15.74566
4.98998,20.36456
5.01002,16.82449
5.03006,17.23194
5.05010,17.95092
5.07014,19.71206
5.09018,15.98116
5.11022,19.98924
5.13026,19.37565
5.15030,12.45266
5.17034,17.99905
5.19038,17.46672
5.21042,18.79911
5.23046,19.22006
5.25050,17.87291
5.27054,17.19222
5.29058,19.52940
5.31062,19.37987
5.33066,15.26177
5.35070,18.97766
5.37074,14.96078
5.39078,19.24465
5.41082,18.78285
5.43086,21.70387
5.45090,16.06656
5.47094,15.67887
5.49098,17.92360
5.51102,19.35694
5.53106,19.64431
5.55110,16.72129
5.57114,21.78644
5.59118,17.88514
5.61122,18.46349
5.63126,20.55360
5.65130,18.40302
5.67134,16.05910
5.69138,15.12331
5.71142,18.99445
5.73146,18.07098
5.75150,21.36574
5.77154,21.49783
5.79158,17.24279
5.81162,22.54858
5.83166,18.39152
5.85170,20.98240
5.87174,17.65387
5.89178,19.12226
5.91182,17.94943
5.93186,22.67580
5.95190,14.92366
5.97194,19.49876
5.99198,18.24553
6.01202,19.95470
6.03206,20.80790
6.05210,16.12940
6.07214,22.78247
6.09218,21.00379
6.11222,21.92997
6.13226,20.32870
6.15230,24.10725
6.17234,22.57404
6.19238,19.51783
6.21242,17.39275
6.23246,20.54935
6.25251,18.75675
6.27255,19.44596
6.29259,22.63668
6.31263,22.08080
6.33267,20.01459
6.35271,20.18769
6.37275,19.72869
6.39279,19.06963
6.41283,20.84073
6.43287,23.87875
6.45291,18.53548
6.47295,17.37183
6.49299,19.09543
6.51303,21.33422
6.53307,21.40167
6.55311,21.23458
6.57315,21.14125
6.59319,23.03863
6.61323,18.46659
6.63327,24.00857
6.65331,23.08595
6.67335,20.69206
6.69339,20.35447
6.71343,18.37440
6.73347,23.80263
6.75351,23.02597
6.77355,21.30248
6.79359,21.47532
6.81363,21.00614
6.83367,27.60606
6.85371,20.65935
6.87375,22.54113
6.89379,18.15318
6.91383,22.93451
6.93387,21.41682
6.95391,22.17189
6.97395,20.31129
6.99399,23.43284
7.01403,23.88182
7.03407,21.09164
7.05411,20.49926
7.07415,24.91703
7.09419,25.95154
7.11423,23.51281
7.13427,23.71103
7.15431,27.28808
7.17435,22.06349
7.19439,20.84850
7.21443,21.55188
7.23447,25.31922
7.25451,21.93518
7.27455,24.79731
7.29459,22.16226
7.31463,22.54020
7.33467,21.47648
7.35471,17.48468
7.37475,24.17188
7.39479,24.63627
7.41483,21.42310
7.43487,25.88742
7.45491,20.88395
7.47495,24.21665
7.49499,26.93933
7.51503,23.94454
7.53507,25.30589
7.55511,25.40720
7.57515,23.16293
7.59519,24.97716
7.61523,26.06173
7.63527,22.41534
7.65531,25.68454
7.67535,23.69222
7.69539,23.26531
7.71543,24.39818
7.73547,26.36365
7.75551,26.26664
7.77555,22.19414
7.79559,23.84713
7.81563,23.65913
7.83567,26.13620
7.85571,20.93246
7.87575,24.22224
7.89579,26.10821
7.91583,25.93664
7.93587,24.99052
7.95591,24.13427
7.97595,27.05832
7.99599,25.24948
8.01603,25.90796
8.03607,21.49028
8.05611,29.59548
8.07615,29.10254
8.09619,23.55278
8.11623,24.94821
8.13627,25.67208
8.15631,25.60554
8.17635,25.61447
8.19639,26.11726
8.21643,24.42205
8.23647,27.02647
8.25651,26.86051
8.27655,25.78002
8.29659,22.50253
8.31663,24.51017
8.33667,26.32478
8.35671,26.13053
8.37675,24.61851
8.39679,26.40229
8.41683,25.08140
8.43687,27.55392
8.45691,21.37535
8.47695,21.56303
8.49699,24.78308
8.51703,28.43042
8.53707,22.88661
8.55711,23.76691
8.57715,30.67304
8.59719,24.00572
8.61723,25.23451
8.63727,28.06318
8.65731,28.80879
8.67735,30.53108
8.69739,26.07635
8.71743,29.45877
8.73747,24.83060
8.75752,26.54061
8.77756,27.53334
8.79760,25.70068
8.81764,26.09915
8.83768,26.73469
8.85772,28.96911
8.87776,26.59265
8.89780,28.75391
8.91784,26.79189
8.93788,30.77241
8.95792,25.18365
8.97796,29.74260
8.99800,28.58315
9.01804,28.03135
9.03808,27.12922
9.05812,27.02333
9.07816,28.33337
9.09820,28.12231
9.11824,28.50713
9.13828,29.35605
9.15832,27.06393
9.17836,28.32876
9.19840,27.74778
9.21844,27.61009
9.23848,32.08072
9.25852,30.20267
9.27856,31.71347
9.29860,28.39451
9.31864,28.25004
9.33868,31.05819
9.35872,30.50659
9.37876,26.98315
9.39880,27.95909
9.41884,30.63016
9.43888,26.92541
9.45892,27.55263
9.47896,28.50544
9.49900,25.53771
9.51904,29.12499
9.53908,28.64101
9.55912,28.77746
9.57916,30.62167
9.59920,28.29338
9.61924,28.61137
9.63928,23.29360
9.65932,29.79649
9.67936,26.29416
9.69940,28.29819
9.71944,31.73316
9.73948,27.42901
9.75952,30.86116
9.77956,33.83682
9.79960,28.86064
9.81964,28.52878
9.83968,29.98115
9.85972,32.42637
9.87976,31.44048
9.89980,30.22628
9.91984,28.89102
9.93988,30.41001
9.95992,26.90878
9.97996,31.99661
10.00000,33.43885
